actual_position,raw_text,clean_text,confidence,parse_ok,status,reason,recommended_position,red_box,crop_box,crop_path,ocr_attempts
11,D669.5/NFZ,D669.5/NFZ,0.9947,True,green,排序正确,10,"[0, 643, 8, 95]","[387, 634, 37, 133]",stage5_mobile_results\red_candidate_probe\standard\35a7ea6497538bff_IMG20260523100857\crops\ocr_crop_011.jpg,[]
12,D669.5/NSG,D669.5/NSG,0.9969,True,green,排序正确,11,"[0, 650, 8, 94]","[421, 634, 35, 133]",stage5_mobile_results\red_candidate_probe\standard\35a7ea6497538bff_IMG20260523100857\crops\ocr_crop_012.jpg,[]
13,D669.5/SHY,D669.5/SHY,0.9980,True,green,排序正确,12,"[0, 653, 8, 94]","[457, 634, 35, 133]",stage5_mobile_results\red_candidate_probe\standard\35a7ea6497538bff_IMG20260523100857\crops\ocr_crop_013.jpg,[]
14,D669.5/SL1,D669.5/SL1,0.9962,True,green,排序正确,13,"[0, 648, 8, 103]","[496, 634, 37, 133]",stage5_mobile_results\red_candidate_probe\standard\35a7ea6497538bff_IMG20260523100857\crops\ocr_crop_014.jpg,[]
15,D669.5/SX,D669.5/SX,0.9930,True,green,排序正确,14,"[0, 648, 8, 88]","[535, 634, 36, 133]",stage5_mobile_results\red_candidate_probe\standard\35a7ea6497538bff_IMG20260523100857\crops\ocr_crop_015.jpg,[]
16,D669.5/TJG,D669.5/TJG,0.9923,True,green,排序正确,15,"[0, 648, 8, 99]","[570, 634, 35, 133]",stage5_mobile_results\red_candidate_probe\standard\35a7ea6497538bff_IMG20260523100857\crops\ocr_crop_016.jpg,[]
17,D669.5/TXW,D669.5/TXW,0.9217,True,green,排序正确,16,"[0, 653, 8, 95]","[598, 634, 34, 133]",stage5_mobile_results\red_candidate_probe\standard\35a7ea6497538bff_IMG20260523100857\crops\ocr_crop_017.jpg,[]
18,D669.5/WAH,D669.5/WAH,0.9953,True,green,排序正确,17,"[0, 651, 8, 96]","[631, 634, 33, 133]",stage5_mobile_results\red_candidate_probe\standard\35a7ea6497538bff_IMG20260523100857\crops\ocr_crop_018.jpg,[]
19,D669.5/WDC,D669.5/WDC,0.9968,True,green,排序正确,18,"[0, 650, 8, 95]","[677, 634, 32, 133]",stage5_mobile_results\red_candidate_probe\standard\35a7ea6497538bff_IMG20260523100857\crops\ocr_crop_019.jpg,[]
20,D669.5/WDD,D669.5/WDD,0.9949,True,green,排序正确,19,"[0, 653, 8, 95]","[715, 634, 33, 133]",stage5_mobile_results\red_candidate_probe\standard\35a7ea6497538bff_IMG20260523100857\crops\ocr_crop_020.jpg,[]
21,D669.5/WLS,D669.5/WLS,0.9897,True,green,排序正确,20,"[0, 652, 8, 95]","[753, 634, 33, 133]",stage5_mobile_results\red_candidate_probe\standard\35a7ea6497538bff_IMG20260523100857\crops\ocr_crop_021.jpg,[]
22,D669.5/WN,D669.5/WN,0.9972,True,green,排序正确,21,"[0, 656, 8, 85]","[780, 634, 30, 133]",stage5_mobile_results\red_candidate_probe\standard\35a7ea6497538bff_IMG20260523100857\crops\ocr_crop_022.jpg,[]
23,D669.5/WXN,D669.5/WXN,0.9965,True,green,排序正确,22,"[0, 653, 8, 95]","[812, 634, 30, 133]",stage5_mobile_results\red_candidate_probe\standard\35a7ea6497538bff_IMG20260523100857\crops\ocr_crop_023.jpg,[]
24,D669.5/WYF,D669.5/WYF,0.9936,True,green,排序正确,23,"[0, 652, 8, 94]","[838, 634, 35, 133]",stage5_mobile_results\red_candidate_probe\standard\35a7ea6497538bff_IMG20260523100857\crops\ocr_crop_024.jpg,[]
25,D669.5/WYL,D669.5/WYL,0.9946,True,green,排序正确,24,"[0, 651, 8, 95]","[885, 634, 32, 133]",stage5_mobile_results\red_candidate_probe\standard\35a7ea6497538bff_IMG20260523100857\crops\ocr_crop_025.jpg,[]
26,D669.5/WZB,D669.5/WZB,0.9953,True,green,排序正确,25,"[0, 661, 8, 93]","[918, 634, 32, 133]",stage5_mobile_results\red_candidate_probe\standard\35a7ea6497538bff_IMG20260523100857\crops\ocr_crop_026.jpg,[]
27,D669.5/WZH,D669.5/WZH,0.9852,True,green,排序正确,26,"[0, 654, 8, 95]","[958, 634, 34, 133]",stage5_mobile_results\red_candidate_probe\standard\35a7ea6497538bff_IMG20260523100857\crops\ocr_crop_027.jpg,[]
28,D669.5/WZZ,D669.5/WZZ,0.9873,True,green,排序正确,27,"[0, 663, 8, 94]","[1000, 634, 35, 133]",stage5_mobile_results\red_candidate_probe\standard\35a7ea6497538bff_IMG20260523100857\crops\ocr_crop_028.jpg,[]
29,D669.5/XAP,D669.5/XAP,0.9947,True,green,排序正确,28,"[0, 658, 8, 92]","[1046, 634, 34, 133]",stage5_mobile_results\red_candidate_probe\standard\35a7ea6497538bff_IMG20260523100857\crops\ocr_crop_029.jpg,[]
30,D669.5/XLM,D669.5/XLM,0.9927,True,green,排序正确,29,"[0, 654, 8, 94]","[1078, 634, 35, 133]",stage5_mobile_results\red_candidate_probe\standard\35a7ea6497538bff_IMG20260523100857\crops\ocr_crop_030.jpg,[]
31,D669.5/XY,D669.5/XY,0.9764,True,green,排序正确,30,"[0, 646, 8, 91]","[1109, 634, 38, 133]",stage5_mobile_results\red_candidate_probe\standard\35a7ea6497538bff_IMG20260523100857\crops\ocr_crop_031.jpg,[]
32,D669.5/XY1,D669.5/XY1,0.9782,True,green,排序正确,31,"[0, 647, 8, 103]","[1151, 634, 34, 133]",stage5_mobile_results\red_candidate_probe\standard\35a7ea6497538bff_IMG20260523100857\crops\ocr_crop_032.jpg,[]
